time_s,hip_fl_deg,hip_fl_cmd,knee_fl_deg,knee_fl_cmd,hip_fr_deg,hip_fr_cmd,knee_fr_deg,knee_fr_cmd,hip_rl_deg,hip_rl_cmd,knee_rl_deg,knee_rl_cmd,hip_rr_deg,hip_rr_cmd,knee_rr_deg,knee_rr_cmd
5.025,21.281044179021,21,179.961977377981,180,40.9014333897356,41,180,180,34.8556255122119,35,173.810385448532,174,32.495483851632,32,171.423022212457,171
5.05,22.0536552919086,22,180,180,39.2861229118841,39,180,180,33.4125091334343,33,172.953034993559,173,33.039161709831,33,173.083161594268,173
5.075,22.9644845229187,23,180,180,37.6167670202264,38,180,180,31.9016132818669,32,172.059184969564,172,33.5913157829682,34,174.770780754976,175
5.1,24.144540584768,24,180,180,35.8962180653908,36,180,180,30.3270389729768,30,171.122360178406,171,34.1462655737609,34,176.477431063453,176
5.125,25.624046824364,26,180,180,34.1264074465815,34,180,180,28.6984998922434,29,170.132940317795,170,34.7307734913381,35,178.188416568451,178
5.15,27.3348512880542,27,180,180,32.3116029983004,32,180,180,27.0320643303097,27,169.076915057001,169,35.4200555902884,35,179.887836054391,180
5.175,29.197699086183,29,180,180,30.4599593651207,30,180,180,25.330560368034,25,167.937699296231,168,36.2570185176528,36,180,180
5.2,31.1410653412034,31,180,180,28.6251737009463,29,180,180,23.6570946748145,24,166.693132482477,167,37.3906938244998,37,180,180
5.225,31.7331370314742,32,180,180,26.8556015798319,27,178.863903983084,179,22.2016672036209,22,165.198757457961,165,38.1442794153985,38,180,180
5.25,30.0058692772765,30,180,180,25.3150974372221,25,180,180,22.1851285200353,22,166.180473319004,166,39.7545124972164,40,180,180
5.275,28.8290109444822,29,180,180,25.7037184401526,26,180,180,22.6672460504852,23,167.024234839548,167,41.6248838753909,42,180,180
5.3,27.9271161312877,28,180,180,27.1999295161844,27,180,180,23.5103946479157,24,168.394631950463,168,43.3227915592877,43,180,180
5.325,26.9345492678472,27,180,180,28.9291162741854,29,180,180,24.2732941764057,24,169.793894748563,170,42.5411517041153,43,180,180
5.35,25.9611711058111,26,180,180,30.7879735736649,31,180,180,25.1882485478401,25,170.944437321531,171,41.5099499855262,42,180,180
5.375,24.9961861875905,25,180,180,32.6687383025675,33,180,180,26.2009627130661,26,171.903294562297,172,40.4708679491387,40,180,180
5.4,24.1024063819487,24,179.220763492305,179,34.5576361154128,35,180,180,27.3213605232059,27,172.668737405105,173,39.4947790991196,39,180,180
5.425,23.3971456397812,23,177.981259501072,178,36.473031943769,36,180,180,28.6299159534666,29,173.22899522877,173,38.7171963381355,39,179.54959197701,180
5.45,22.9026076370749,23,176.62106232356,177,38.4028897718236,38,180,180,30.196525196486,30,173.742584327216,174,38.2078577703224,38,178.088179362704,178
5.475,22.431061953977,22,175.254134294417,175,40.2951701158538,40,180,180,31.9212586649049,32,174.657292357603,175,37.7241483517593,38,176.639857884512,177
5.5,21.8626983218832,22,173.922784709867,174,42.1522442839737,42,180,180,33.5972944711178,34,175.534820955028,176,37.126036669636,37,175.299627887976,175
5.525,21.1963653688427,21,172.668754381699,173,43.9924738112904,44,180,180,35.1806638088285,35,176.221564033201,176,36.4875444703594,36,173.987623138053,174
5.55,20.5951726732797,21,171.455412947514,171,45.8710266843,46,180,180,36.8215051184892,37,176.628124073599,177,36.097800975273,36,172.436269809221,172
5.575,20.0344421386683,20,170.284892206467,170,47.7289608667438,48,180,180,38.4771890551203,38,176.932837202725,177,35.8045393295356,36,170.864208799641,171
5.6,19.5820629545502,20,169.000115157554,169,49.2633574621249,49,180,180,40.1286797517855,40,177.13136727266,177,35.8016401552649,36,169.858908386268,170
5.625,19.1003870079465,19,170.345788816948,170,47.709568620433,48,180,180,39.5672999462435,40,175.913176759351,176,34.72991434321,35,168.77406558984,169
5.65,19.1745745630924,19,171.87038030899,172,45.9047986150089,46,180,180,38.2532095845684,38,175.081069217964,175,33.7707691541962,34,169.002929338943,169
5.675,19.5669323216292,20,173.517684453504,174,44.2022875009642,44,180,180,36.9181512818734,37,174.292223421974,174,33.7348938531507,34,170.447866691205,170
5.7,20.0479425310159,20,175.283679191443,175,42.5163830121436,43,180,180,35.5307585847506,36,173.494641296008,173,34.1147442332191,34,172.054352715629,172
5.725,20.6218543474606,21,177.042731654169,177,40.8217061771742,41,180,180,34.1019655838507,34,172.661747728085,173,34.6718508075441,35,173.696491935902,174
5.75,21.3256234643456,21,178.796685832239,179,39.0986534329441,39,180,180,32.6137938931544,33,171.795499798645,172,35.2932626557412,35,175.37676908707,175
5.775,22.181815468077,22,180,180,37.3344846884733,37,180,180,31.0574335084995,31,170.893692703693,171,35.934495506249,36,177.081995119569,177
5.8,23.2866652716647,23,180,180,35.5251939274754,36,180,180,29.4333808918678,29,169.949766215,170,36.5712665979824,37,178.80445679178,179
5.825,24.6939783166432,25,180,180,33.6678616780194,34,180,180,27.7445184010719,28,168.955518303663,169,37.1677930450339,37,180,180
